season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,11,1,Cédric Alves Soares,DEF,Arsenal,1,11,0,2022-10-16T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,11,2,Bernd Leno,GK,Fulham,9,3,1,2022-10-15T14:00:00Z,90,2,0,0,0,2,0,18,31.6,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0,45
2022-23,11,3,Granit Xhaka,MID,Arsenal,1,11,0,2022-10-16T13:00:00Z,90,3,0,0,1,0,0,15,8.6,2.8,2.0,1.3,0.0,0.0,0.0,0.0,0,51
2022-23,11,4,Mohamed Elneny,MID,Arsenal,1,11,0,2022-10-16T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,11,5,Rob Holding,DEF,Arsenal,1,11,0,2022-10-16T13:00:00Z,8,1,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,11,6,Thomas Partey,MID,Arsenal,1,11,0,2022-10-16T13:00:00Z,90,3,0,0,1,0,0,15,10.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0,48
2022-23,11,7,Martin Ødegaard,MID,Arsenal,1,11,0,2022-10-16T13:00:00Z,72,6,0,1,1,0,0,25,28.8,23.1,44.0,9.6,0.0,0.0,0.0,0.0,0,64
2022-23,11,8,Kieran Tierney,DEF,Arsenal,1,11,0,2022-10-16T13:00:00Z,14,1,0,0,0,0,0,4,2.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0,48
2022-23,11,9,Nicolas Pépé,MID,Arsenal,1,11,0,2022-10-16T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,11,10,Benjamin White,DEF,Arsenal,1,11,0,2022-10-16T13:00:00Z,75,6,0,0,1,0,0,21,25.8,1.6,0.0,2.7,0.0,0.0,0.0,0.0,0,45
