season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,28,3,Granit Xhaka,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,9,1,0,0,1,2,32,43.4,16.7,33.0,9.3,0.4,0.06,0.46,0.6,1,49
2022-23,28,4,Mohamed Elneny,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2022-23,28,5,Rob Holding,DEF,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,2,0,0,0,1,0,16,20.4,1.3,7.0,2.9,0.03,0.01,0.04,0.6,1,42
2022-23,28,6,Thomas Partey,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,2,0,0,0,1,0,14,12.0,20.1,5.0,3.7,0.14,0.17,0.31,0.6,1,47
2022-23,28,7,Martin Ødegaard,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,2,0,0,0,1,0,13,14.0,22.3,18.0,5.4,0.25,0.3,0.55,0.6,1,69
2022-23,28,8,Kieran Tierney,DEF,Arsenal,1,7,1,2023-03-19T14:00:00Z,25,4,0,1,0,0,0,14,17.8,10.7,2.0,3.1,0.0,0.07,0.07,0.34,0,46
2022-23,28,9,Nicolas Pépé,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,28,10,Benjamin White,DEF,Arsenal,1,7,1,2023-03-19T14:00:00Z,82,5,0,1,0,1,0,25,31.2,21.8,10.0,6.3,0.0,0.17,0.17,0.42,1,47
2022-23,28,11,Eddie Nketiah,FWD,Arsenal,1,7,1,2023-03-19T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66
2022-23,28,12,Emile Smith Rowe,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,7,1,0,0,0,0,0,3,0.4,0.3,0.0,0.1,0.0,0.01,0.01,0.18,0,56
2022-23,28,13,Bukayo Saka,MID,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,18,2,1,0,1,3,53,92.4,42.3,65.0,20.0,0.27,0.25,0.51,0.6,1,85
2022-23,28,14,Takehiro Tomiyasu,DEF,Arsenal,1,7,1,2023-03-19T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,28,15,Aaron Ramsdale,GK,Arsenal,1,7,1,2023-03-19T14:00:00Z,90,3,0,0,0,1,0,13,27.6,0.0,0.0,2.8,0.0,0.0,0.0,0.6,1,49
