season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,37,1,Cédric Alves Soares,DEF,Fulham,9,7,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,2,Bernd Leno,GK,Fulham,9,7,1,2023-05-20T14:00:00Z,90,2,0,0,0,2,0,17,22.8,0.0,0.0,2.3,0.0,0.0,0.0,1.62,1,46
2022-23,37,3,Granit Xhaka,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,62,2,0,0,0,1,0,8,3.4,1.6,0.0,0.5,0.0,0.01,0.01,0.32,1,48
2022-23,37,4,Mohamed Elneny,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2022-23,37,5,Rob Holding,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,6,Thomas Partey,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,2,0,0,0,1,0,16,14.8,13.9,6.0,3.5,0.0,0.1,0.1,0.55,1,47
2022-23,37,7,Martin Ødegaard,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,2,0,0,0,1,0,13,2.6,25.0,5.0,3.3,0.03,0.11,0.14,0.55,1,68
2022-23,37,8,Kieran Tierney,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,27,1,0,0,0,0,0,0,0.8,2.1,6.0,0.9,0.08,0.02,0.1,0.23,0,46
2022-23,37,9,Nicolas Pépé,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,37,10,Benjamin White,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,2,0,0,0,1,0,16,17.8,22.8,0.0,4.1,0.0,0.12,0.12,0.55,1,50
2022-23,37,11,Eddie Nketiah,FWD,Arsenal,1,16,0,2023-05-20T16:30:00Z,27,1,0,0,0,0,0,2,0.0,0.8,4.0,0.4,0.0,0.02,0.02,0.23,0,63
2022-23,37,12,Emile Smith Rowe,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56
2022-23,37,13,Bukayo Saka,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,2,0,0,0,1,0,9,8.8,32.6,23.0,6.4,0.05,0.07,0.12,0.55,1,80
2022-23,37,14,Takehiro Tomiyasu,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,15,Aaron Ramsdale,GK,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,2,0,0,0,1,0,11,12.2,0.0,0.0,1.2,0.0,0.0,0.0,0.55,1,48
2022-23,37,16,Gabriel dos Santos Magalhães,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,1,0,0,0,1,0,12,19.6,16.3,0.0,3.6,0.0,0.05,0.05,0.55,1,52
2022-23,37,17,Nuno Varela Tavares,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,37,18,Albert Sambi Lokonga,MID,Crystal Palace,7,9,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,37,19,Gabriel Martinelli Silva,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66
2022-23,37,20,Pablo Marí Villar,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,37,21,Ainsley Maitland-Niles,MID,Southampton,17,5,0,2023-05-21T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,37,22,Lucas Torreira di Pascua,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,37,23,Reiss Nelson,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,37,24,Matt Turner,GK,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2022-23,37,25,Fábio Ferreira Vieira,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,20,1,0,0,0,0,0,3,4.6,11.6,2.0,1.8,0.0,0.01,0.01,0.11,0,56
2022-23,37,26,William Saliba,DEF,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2022-23,37,27,Marcus Oliveira Alencar,MID,Arsenal,1,16,0,2023-05-20T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
2022-23,37,28,Gabriel Fernando de Jesus,FWD,Arsenal,1,16,0,2023-05-20T16:30:00Z,90,1,0,0,0,1,0,-5,6.2,13.6,80.0,10.0,0.3,0.06,0.36,0.55,1,81
2022-23,37,29,Philippe Coutinho Correia,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66
2022-23,37,30,Danny Ings,FWD,West Ham,19,11,1,2023-05-21T12:30:00Z,90,5,0,1,0,1,0,19,18.8,27.1,24.0,7.0,0.15,0.49,0.64,0.87,1,63
2022-23,37,31,Emiliano Martínez Romero,GK,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,21,26.0,0.0,0.0,2.6,0.0,0.0,0.0,0.75,1,50
2022-23,37,32,Calum Chambers,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,33,Lucas Digne,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,52,0,0,0,0,0,0,1,11.2,1.5,2.0,1.5,0.0,0.02,0.02,0.22,1,45
2022-23,37,34,Bertrand Traoré,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2022-23,37,35,Robin Olsen,GK,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,37,36,Morgan Sanson,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,37,37,John McGinn,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,10,9.0,8.9,10.0,2.8,0.08,0.05,0.13,0.75,1,51
2022-23,37,38,Kortney Hause,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,37,39,Tyrone Mings,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,1,0,0,0,1,0,9,25.2,0.5,0.0,2.6,0.0,0.0,0.0,0.75,1,48
2022-23,37,40,Ollie Watkins,FWD,Aston Villa,2,12,0,2023-05-20T14:00:00Z,86,0,0,0,1,0,0,-4,3.0,13.5,8.0,2.5,0.79,0.01,0.8,0.35,1,73
2022-23,37,41,Marvelous Nakamba,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,37,42,Emiliano Buendía Stati,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,25,1,0,0,0,1,0,3,7.2,10.8,2.0,2.0,0.0,0.01,0.01,0.5,0,57
2022-23,37,43,Matty Cash,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,9,20.8,0.1,0.0,2.1,0.0,0.0,0.0,0.75,1,46
2022-23,37,44,Ezri Konsa Ngoyo,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,1,0,0,0,1,0,8,23.4,0.0,0.0,2.3,0.0,0.0,0.0,0.75,1,44
2022-23,37,45,Leon Bailey,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,53,1,0,0,0,0,0,4,4.0,0.3,9.0,1.3,0.05,0.0,0.05,0.22,1,43
2022-23,37,46,Douglas Luiz Soares de Paulo,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,86,9,0,1,1,0,3,36,35.0,43.3,0.0,7.8,0.0,0.12,0.12,0.35,1,48
2022-23,37,47,Jacob Ramsey,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,8,1,0,0,1,1,24,45.4,4.6,50.0,10.0,0.47,0.01,0.48,0.75,1,51
2022-23,37,48,Carney Chukwuemeka,MID,Chelsea,6,14,0,2023-05-25T19:00:00Z,81,2,0,0,0,4,0,14,7.4,7.0,6.0,2.0,0.05,0.05,0.1,4.01,1,42
2022-23,37,49,Tim Iroegbunam,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,37,50,Diego Carlos Santos Silva,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,37,51,Anwar El Ghazi,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,37,52,Keinan Davis,FWD,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2022-23,37,53,Boubacar Kamara,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,1,12.2,1.3,0.0,1.4,0.0,0.0,0.0,0.75,1,48
2022-23,37,54,Cameron Archer,FWD,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,55,Jaden Philogene-Bidace,MID,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,37,56,Frédéric Guilbert,DEF,Aston Villa,2,12,0,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,37,57,Adam Smith,DEF,Bournemouth,3,14,1,2023-05-20T14:00:00Z,65,2,0,0,0,1,0,11,14.6,44.0,4.0,6.3,0.0,0.14,0.14,1.25,1,43
2022-23,37,58,Junior Stanislas,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,37,59,Ryan Fredericks,DEF,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,37,60,David Brooks,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,55,1,0,0,0,1,0,1,8.4,15.7,26.0,5.0,0.25,0.04,0.29,0.61,1,53
2022-23,37,61,Jamal Lowe,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
2022-23,37,62,Kieffer Moore,FWD,Bournemouth,3,14,1,2023-05-20T14:00:00Z,34,1,0,0,0,0,0,-1,4.2,0.3,17.0,2.2,0.33,0.01,0.34,0.87,0,49
2022-23,37,63,Emiliano Marcondes,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,37,64,Jefferson Lerma Solís,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,18,11.0,2.4,2.0,1.5,0.0,0.02,0.02,1.49,1,47
2022-23,37,65,Jack Stacey,DEF,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,37,66,Dominic Solanke,FWD,Bournemouth,3,14,1,2023-05-20T14:00:00Z,90,2,0,0,0,1,0,7,9.6,5.4,41.0,5.6,0.29,0.02,0.31,1.49,1,57
2022-23,37,67,Lewis Cook,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,90,1,0,0,0,1,0,8,9.0,1.9,0.0,1.1,0.0,0.05,0.05,1.49,1,49
2022-23,37,68,Ben Pearson,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,37,69,Ryan Christie,MID,Bournemouth,3,14,1,2023-05-20T14:00:00Z,65,2,0,0,0,1,0,13,18.2,23.8,22.0,6.4,0.29,0.04,0.33,1.25,1,53
