season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,16,160,1,Cédric Alves Soares,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,1,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,153,2,Bernd Leno,GK,Fulham,9,14,1,2022-11-13T16:30:00Z,90,5,0,0,0,2,2,29,0.0,0.0,0.0,0.0,0.0,0.00113,0.00113,2.5776,1,45
2022-23,16,160,3,Granit Xhaka,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,15,1,0,0,0,0,0,3,0.0,0.2,0.0,0.0,0.0,0.00226,0.00226,0.0,1,51
2022-23,16,160,4,Mohamed Elneny,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,1,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,160,5,Rob Holding,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,160,6,Thomas Partey,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,2,0,0,1,0,0,9,12.4,13.2,0.0,2.6,0.0,0.0229,0.0229,0.4928,1,48
2022-23,16,160,7,Martin Ødegaard,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,16,2,0,1,0,3,47,69.4,9.3,68.0,14.7,1.1656,0.03286,1.19846,0.4928,1,64
2022-23,16,160,8,Kieran Tierney,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,16,160,9,Nicolas Pépé,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,16,160,10,Benjamin White,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,8,0,0,1,0,2,31,15.0,39.9,1.0,5.6,0.0376,0.58608,0.62368,0.4928,1,46
2022-23,16,160,11,Eddie Nketiah,FWD,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65
2022-23,16,160,12,Emile Smith Rowe,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56
2022-23,16,160,13,Bukayo Saka,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,3,0,0,1,0,0,8,7.4,47.4,4.0,5.9,0.0,0.21648,0.21648,0.4928,1,80
2022-23,16,160,14,Takehiro Tomiyasu,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,160,15,Aaron Ramsdale,GK,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,6,0,0,1,0,0,24,14.4,0.0,0.0,1.4,0.0,0.00014,0.00014,0.4928,1,49
2022-23,16,160,16,Gabriel dos Santos Magalhães,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,5,0,0,1,0,0,23,11.2,2.2,6.0,1.9,0.108,0.00726,0.11526,0.4928,1,52
2022-23,16,160,17,Nuno Varela Tavares,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,160,18,Albert Sambi Lokonga,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,160,19,Gabriel Martinelli Silva,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,6,0,1,1,0,0,18,14.6,3.4,23.0,4.1,0.0658,0.01571,0.08151,0.4928,1,68
2022-23,16,160,20,Pablo Marí Villar,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,154,21,Ainsley Maitland-Niles,MID,Southampton,17,12,0,2022-11-12T15:00:00Z,31,1,0,0,0,0,0,7,7.2,15.0,0.0,2.2,0.0,0.07742,0.07742,0.3163,0,48
2022-23,16,160,22,Lucas Torreira di Pascua,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,160,23,Reiss Nelson,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,1,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,16,160,24,Matt Turner,GK,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,16,160,25,Fábio Ferreira Vieira,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,75,6,0,1,1,0,0,17,15.6,12.7,14.0,4.2,0.0607,0.56585,0.62655,0.4928,0,57
2022-23,16,160,26,William Saliba,DEF,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,6,0,0,1,0,0,26,15.6,2.2,0.0,1.8,0.0,0.01422,0.01422,0.4928,1,53
2022-23,16,160,27,Marcus Oliveira Alencar,MID,Arsenal,1,20,0,2022-11-12T19:45:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
2022-23,16,160,28,Gabriel Fernando de Jesus,FWD,Arsenal,1,20,0,2022-11-12T19:45:00Z,90,2,0,0,1,0,0,9,6.2,9.3,54.0,7.0,0.372,0.13071,0.50271,0.4928,1,80
2022-23,16,152,29,Philippe Coutinho Correia,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66
2022-23,16,152,30,Danny Ings,FWD,Aston Villa,2,5,0,2022-11-13T14:00:00Z,82,13,2,0,0,1,3,62,0.0,0.0,0.0,0.0,1.085,0.05016,1.13516,0.3348,1,66
2022-23,16,152,31,Emiliano Martínez Romero,GK,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,1,0,0,0,1,0,8,0.0,0.0,0.0,0.0,0.0,0.20068,0.20068,0.656,1,49
2022-23,16,152,32,Calum Chambers,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,152,33,Lucas Digne,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,81,2,0,0,0,1,0,9,0.0,0.0,0.0,0.0,0.0,0.00146,0.00146,0.3348,1,46
2022-23,16,152,34,Bertrand Traoré,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2022-23,16,152,35,Robin Olsen,GK,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,16,152,36,Morgan Sanson,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,152,37,John McGinn,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,4,0,1,0,1,0,9,0.0,0.0,0.0,0.0,0.0,0.00416,0.00416,0.656,1,51
2022-23,16,152,38,Kortney Hause,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,16,152,39,Tyrone Mings,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,1,0,0,0,1,0,8,0.0,0.0,0.0,0.0,0.0,0.00061,0.00061,0.656,1,43
2022-23,16,152,40,Ollie Watkins,FWD,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71
2022-23,16,152,41,Marvelous Nakamba,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,152,42,Emiliano Buendía Stati,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,73,2,0,0,0,1,0,5,0.0,0.0,0.0,0.0,0.2687,0.24726,0.51596,0.309,1,57
2022-23,16,152,43,Matty Cash,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,1,0,0,0,1,0,9,0.0,0.0,0.0,0.0,0.0,0.15814,0.15814,0.656,1,46
2022-23,16,152,44,Ezri Konsa Ngoyo,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,2,0,0,0,1,0,15,0.0,0.0,0.0,0.0,0.0,0.00073,0.00073,0.656,1,44
2022-23,16,152,45,Leon Bailey,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,16,0,0,0,0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.00041,0.00041,0.3471,0,45
2022-23,16,152,46,Douglas Luiz Soares de Paulo,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,82,6,0,1,0,1,1,22,0.0,0.0,0.0,0.0,0.0005,0.0256,0.0261,0.3348,1,48
2022-23,16,152,47,Jacob Ramsey,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,68,2,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0.0748,0.02544,0.10024,0.309,1,52
2022-23,16,156,48,Carney Chukwuemeka,MID,Chelsea,6,15,0,2022-11-12T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,152,49,Tim Iroegbunam,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,152,50,Diego Carlos Santos Silva,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,16,152,51,Anwar El Ghazi,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,16,152,52,Keinan Davis,FWD,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2022-23,16,152,53,Boubacar Kamara,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,90,1,0,0,0,1,0,8,0.0,0.0,0.0,0.0,0.0215,0.00521,0.02671,0.656,1,48
2022-23,16,152,54,Cameron Archer,FWD,Aston Villa,2,5,0,2022-11-13T14:00:00Z,7,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.3212,0,42
2022-23,16,152,55,Jaden Philogene-Bidace,MID,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,152,56,Frédéric Guilbert,DEF,Aston Villa,2,5,0,2022-11-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,16,151,57,Adam Smith,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,8,0,0,1,0,2,28,21.2,14.8,0.0,3.6,0.0,0.04076,0.04076,0.8243,1,44
2022-23,16,151,58,Junior Stanislas,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,16,151,59,Ryan Fredericks,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,16,151,60,David Brooks,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,16,151,61,Jamal Lowe,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
2022-23,16,151,62,Kieffer Moore,FWD,Bournemouth,3,8,1,2022-11-12T15:00:00Z,66,6,1,0,1,0,0,24,33.0,4.3,39.0,7.6,0.855,0.02379,0.87879,0.5834,1,54
2022-23,16,151,63,Emiliano Marcondes,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,16,151,64,Jefferson Lerma Solís,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,3,0,0,1,0,0,14,12.4,12.7,2.0,2.7,0.0,0.07209,0.07209,0.8243,1,48
2022-23,16,151,65,Jack Stacey,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,151,66,Dominic Solanke,FWD,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,5,0,1,1,0,0,10,6.2,10.8,71.0,8.8,0.4268,0.00538,0.43218,0.8243,1,58
2022-23,16,151,67,Lewis Cook,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,5,0,1,1,0,0,25,30.6,49.3,2.0,8.2,0.0,0.41094,0.41094,0.8243,1,49
2022-23,16,151,68,Ben Pearson,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,2,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0468,0,44
2022-23,16,151,69,Ryan Christie,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,10,1,0,0,0,0,0,3,2.4,0.1,0.0,0.3,0.0,0.00117,0.00117,0.1032,0,53
2022-23,16,151,70,Philip Billing,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,87,3,0,0,1,0,0,2,13.0,2.7,27.0,4.3,0.3788,0.01621,0.39501,0.7775,1,53
2022-23,16,151,71,Chris Mepham,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,16,151,72,Mark Travers,GK,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,8,0,0,1,0,1,26,23.8,0.0,0.0,2.4,0.0,0.00148,0.00148,0.8243,1,43
2022-23,16,151,73,Lloyd Kelly,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2022-23,16,151,74,Siriki Dembélé,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2022-23,16,151,75,Jaidon Anthony,MID,Bournemouth,3,8,1,2022-11-12T15:00:00Z,23,6,1,0,0,0,0,22,37.4,3.8,33.0,7.4,0.4167,0.01594,0.43264,0.2409,0,52
2022-23,16,151,76,Jordan Zemura,DEF,Bournemouth,3,8,1,2022-11-12T15:00:00Z,90,6,0,0,1,0,0,18,18.2,40.3,14.0,7.3,0.0,0.22876,0.22876,0.8243,1,44
2022-23,16,151,77,Will Dennis,GK,Bournemouth,3,8,1,2022-11-12T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,16,155,78,Pontus Jansson,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,16,155,79,Christian Nørgaard,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,28,1,0,0,0,0,0,4,6.2,0.3,2.0,0.9,0.0,0.2462,0.2462,0.7473,0,53
2022-23,16,155,80,Ivan Toney,FWD,Brentford,4,13,0,2022-11-12T12:30:00Z,90,13,2,0,0,1,3,46,82.8,16.9,143.0,24.3,1.0107,0.07902,1.08972,1.6078,1,74
2022-23,16,155,81,David Raya Martin,GK,Brentford,4,13,0,2022-11-12T12:30:00Z,90,3,0,0,0,1,0,20,33.0,0.0,0.0,3.3,0.0,0.0233,0.0233,1.6078,1,46
2022-23,16,155,82,Sergi Canós Tenés,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2022-23,16,155,83,Josh Dasilva,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,3,4,0,1,0,0,0,21,20.0,24.5,6.0,5.1,0.0,0.55365,0.55365,0.2015,0,42
2022-23,16,155,84,Kristoffer Ajer,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,155,85,Rico Henry,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,90,2,0,0,0,1,0,18,21.6,17.8,0.0,3.9,0.0,0.16675,0.16675,1.6078,1,45
2022-23,16,155,86,Vitaly Janelt,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,61,2,0,0,0,1,0,10,8.4,0.2,0.0,0.9,0.0,0.00184,0.00184,0.8605,1,55
2022-23,16,155,87,Saman Ghoddos,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2022-23,16,155,88,Mathias Jensen,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,90,1,0,0,0,1,0,3,3.4,8.5,4.0,1.6,0.0054,0.01621,0.02161,1.6078,1,48
2022-23,16,155,89,Yoane Wissa,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,16,1,0,0,0,0,0,5,5.6,1.1,0.0,0.7,0.0,0.00921,0.00921,0.3225,0,54
2022-23,16,155,90,Mads Roerslev Rasmussen,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,90,2,0,0,0,1,0,11,15.8,14.6,0.0,3.0,0.0,0.02025,0.02025,1.6078,1,43
2022-23,16,155,91,Mads Bech Sørensen,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,155,92,Ethan Pinnock,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,90,2,0,0,0,1,0,14,34.6,0.1,6.0,4.1,0.0,0.00126,0.00126,1.6078,1,44
2022-23,16,155,93,Frank Onyeka,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,86,2,0,0,0,1,0,3,10.4,10.9,21.0,4.2,0.1556,0.00536,0.16096,1.4063,1,48
2022-23,16,155,94,Shandon Baptiste,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,155,95,Bryan Mbeumo,FWD,Brentford,4,13,0,2022-11-12T12:30:00Z,73,1,0,0,0,1,0,5,6.0,11.3,29.0,4.6,0.1145,0.04679,0.16129,1.2853,1,58
2022-23,16,155,96,Charlie Goode,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2022-23,16,155,97,Marcus Forss,FWD,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,16,155,98,Dominic Thompson,DEF,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2022-23,16,155,99,Mads Bidstrup,MID,Brentford,4,13,0,2022-11-12T12:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
