season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2024-25,16,151,1,Fábio Ferreira Vieira,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,16,151,2,Gabriel Fernando de Jesus,FWD,Arsenal,1,8,1,2024-12-14T15:00:00Z,21,1,0,0,0,0,0,0,0.0,0.9,13.0,1.2,0.15,0.02,0.17,0.0,0,68
2024-25,16,151,3,Gabriel dos Santos Magalhães,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,9,0,0,1,0,3,34,26.6,16.5,8.0,5.1,0.0,0.04,0.04,0.09,1,62
2024-25,16,151,4,Kai Havertz,FWD,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,2,0,0,1,0,0,8,7.0,26.0,23.0,5.6,0.06,0.09,0.15,0.09,1,79
2024-25,16,151,5,Karl Hein,GK,Arsenal,1,8,1,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,16,151,6,Jurriën Timber,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,6,0,0,1,0,0,20,11.0,6.4,14.0,3.1,0.0,0.31,0.31,0.09,1,57
2024-25,16,151,7,Jorge Luiz Frello Filho,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,28,1,0,0,0,0,0,9,3.6,4.5,0.0,0.8,0.0,0.02,0.02,0.0,0,47
2024-25,16,151,8,Jakub Kiwior,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,16,151,9,Gabriel Martinelli Silva,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,73,3,0,0,1,0,0,5,8.4,28.5,30.0,6.7,0.12,0.1,0.22,0.09,1,67
2024-25,16,155,10,Reiss Nelson,MID,Fulham,9,12,0,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2024-25,16,153,11,Eddie Nketiah,FWD,Crystal Palace,7,5,0,2024-12-15T14:00:00Z,30,4,0,1,0,1,0,12,16.4,30.8,13.0,6.0,0.47,0.07,0.54,0.23,0,59
2024-25,16,151,12,Ethan Nwaneri,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,28,1,0,0,0,0,0,1,0.6,1.4,0.0,0.2,0.0,0.01,0.01,0.0,0,45
2024-25,16,151,13,Martin Ødegaard,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,61,3,0,0,1,0,0,4,5.2,10.3,28.0,4.4,0.42,0.06,0.48,0.09,1,83
2024-25,16,159,14,Aaron Ramsdale,GK,Southampton,17,18,1,2024-12-15T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,16,151,15,David Raya Martin,GK,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,6,0,0,1,0,0,21,4.2,0.0,0.0,0.4,0.0,0.0,0.0,0.09,1,56
2024-25,16,151,16,Declan Rice,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,61,3,0,0,1,0,0,16,12.0,16.8,2.0,3.1,0.03,0.06,0.09,0.09,1,62
2024-25,16,151,17,Bukayo Saka,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,3,0,0,1,0,0,23,22.8,49.2,41.0,11.3,0.33,0.56,0.89,0.09,1,106
2024-25,16,151,18,William Saliba,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,90,6,0,0,1,0,0,26,24.4,2.6,6.0,3.3,0.0,0.04,0.04,0.09,1,62
2024-25,16,155,19,Emile Smith Rowe,MID,Fulham,9,12,0,2024-12-14T15:00:00Z,21,1,0,0,0,1,0,4,4.2,10.3,0.0,1.5,0.0,0.02,0.02,0.94,0,55
2024-25,16,151,20,Thomas Partey,MID,Arsenal,1,8,1,2024-12-14T15:00:00Z,21,1,0,0,0,0,0,12,7.0,2.2,2.0,1.1,0.0,0.02,0.02,0.0,0,50
2024-25,16,151,21,Kieran Tierney,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2024-25,16,151,22,Tomiyasu Takehiro,DEF,Arsenal,1,8,1,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
