season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2024-25,37,1,Fábio Ferreira Vieira,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,37,2,Gabriel Fernando de Jesus,FWD,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65
2024-25,37,3,Gabriel dos Santos Magalhães,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
2024-25,37,4,Kai Havertz,FWD,Arsenal,1,15,1,2025-05-18T15:30:00Z,14,0,0,0,0,0,0,0,0.2,0.1,2.0,0.2,0.0,0.01,0.01,0.32,0,77
2024-25,37,5,Karl Hein,GK,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,6,Jurriën Timber,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56
2024-25,37,7,Jorge Luiz Frello Filho,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,1,1,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0,46
2024-25,37,8,Jakub Kiwior,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,7,0,0,1,0,2,30,44.2,25.3,2.0,7.2,0.0,0.02,0.02,1.86,1,48
2024-25,37,9,Gabriel Martinelli Silva,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,3,0,0,1,0,0,3,4.6,2.1,18.0,2.5,0.12,0.05,0.17,1.86,1,65
2024-25,37,10,Reiss Nelson,MID,Fulham,9,4,0,2025-05-18T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2024-25,37,11,Eddie Nketiah,FWD,Crystal Palace,7,20,1,2025-05-20T19:00:00Z,80,13,2,0,0,2,3,57,72.0,10.8,34.0,11.7,0.63,0.02,0.65,1.35,1,59
2024-25,37,12,Ethan Nwaneri,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2024-25,37,13,Martin Ødegaard,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,6,0,1,1,0,0,21,24.6,46.1,9.0,8.0,0.03,0.04,0.07,1.64,1,82
2024-25,37,14,Aaron Ramsdale,GK,Southampton,17,8,0,2025-05-18T11:00:00Z,90,1,0,0,0,2,0,3,17.0,0.0,0.0,1.7,0.0,0.0,0.0,2.73,1,44
2024-25,37,15,David Raya Martin,GK,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,7,0,0,1,0,1,28,31.0,10.0,0.0,4.1,0.0,0.01,0.01,1.86,1,55
2024-25,37,16,Declan Rice,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,11,1,0,1,0,3,36,52.2,5.5,14.0,7.2,0.09,0.02,0.11,1.86,1,62
2024-25,37,17,Bukayo Saka,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,75,3,0,0,1,0,0,17,17.8,32.8,31.0,8.2,0.06,0.28,0.34,1.54,1,103
2024-25,37,18,William Saliba,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,45,1,0,0,0,0,0,10,2.2,1.5,0.0,0.4,0.0,0.0,0.0,1.46,1,65
2024-25,37,19,Emile Smith Rowe,MID,Fulham,9,4,0,2025-05-18T14:00:00Z,65,1,0,0,0,2,0,2,3.0,12.4,11.0,2.6,0.1,0.06,0.16,2.61,1,51
2024-25,37,20,Thomas Partey,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,3,0,0,1,0,0,13,20.6,13.0,40.0,7.4,0.24,0.02,0.26,1.86,1,49
2024-25,37,21,Kieran Tierney,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,2,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0,43
2024-25,37,22,Tomiyasu Takehiro,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,37,23,Leandro Trossard,MID,Arsenal,1,15,1,2025-05-18T15:30:00Z,87,3,0,0,1,0,0,11,12.4,15.8,11.0,3.9,0.05,0.05,0.1,1.64,1,68
2024-25,37,24,Benjamin White,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,90,6,0,0,1,0,0,24,15.2,3.2,9.0,2.7,0.02,0.02,0.04,1.86,1,61
2024-25,37,25,Oleksandr Zinchenko,DEF,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,37,26,Álex Moreno Lopera,DEF,Nott'm Forest,16,19,0,2025-05-18T13:15:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2024-25,37,27,Cameron Archer,FWD,Southampton,17,8,0,2025-05-18T11:00:00Z,30,1,0,0,0,0,0,4,6.4,11.0,33.0,5.0,0.62,0.02,0.64,0.03,0,48
2024-25,37,28,Leon Bailey,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,1,1,0,0,0,0,0,5,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0,62
2024-25,37,29,Ross Barkley,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,2,1,0,0,0,0,0,4,1.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,52
2024-25,37,30,Enzo Barrenechea,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2024-25,37,31,Emiliano Buendía Stati,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2024-25,37,32,Matty Cash,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,5,0,0,1,0,0,24,9.8,4.8,5.0,2.0,0.06,0.02,0.08,0.51,1,44
2024-25,37,33,Leander Dendoncker,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,37,34,Moussa Diaby,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65
2024-25,37,35,Diego Carlos Santos Silva,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,37,36,Lucas Digne,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,37,37,Lewis Dobbin,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2024-25,37,38,Jhon Durán,FWD,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57
2024-25,37,39,Joe Gauci,GK,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,40,Kortney Hause,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2024-25,37,41,Samuel Iling-Junior,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,37,42,Boubacar Kamara,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,10,1,0,1,0,2,33,39.8,15.1,23.0,7.8,0.04,0.14,0.18,0.51,1,50
2024-25,37,43,Kaine Kesler-Hayden,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,44,Ezri Konsa Ngoyo,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,15,1,0,1,0,3,46,57.6,14.1,50.0,12.2,0.35,0.12,0.47,0.51,1,44
2024-25,37,45,Ian Maatsen,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,6,0,0,1,0,0,25,10.2,18.8,14.0,4.3,0.08,0.13,0.21,0.51,1,45
2024-25,37,46,Filip Marschall,GK,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,47,Emiliano Martínez Romero,GK,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,6,0,0,1,0,0,23,12.4,0.0,0.0,1.2,0.0,0.0,0.0,0.51,1,50
2024-25,37,48,John McGinn,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,89,3,0,0,1,0,0,16,6.6,34.6,15.0,5.6,0.11,0.15,0.26,0.51,1,52
2024-25,37,49,Tyrone Mings,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,37,50,Kosta Nedeljković,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2024-25,37,51,Robin Olsen,GK,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,37,52,Pau Torres,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,7,0,0,1,0,1,30,18.6,16.9,2.0,3.8,0.0,0.07,0.07,0.51,1,42
2024-25,37,53,Jacob Ramsey,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,37,54,Morgan Rogers,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,90,6,0,1,1,0,0,23,27.4,27.8,27.0,8.2,0.36,0.08,0.44,0.51,1,57
2024-25,37,55,Viljami Sinisalo,GK,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,56,Lino da Cruz Sousa,DEF,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,57,Youri Tielemans,MID,Aston Villa,2,18,1,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
2024-25,37,58,Ollie Watkins,FWD,Aston Villa,2,18,1,2025-05-16T18:30:00Z,85,5,0,1,1,0,0,21,22.2,14.1,51.0,8.7,0.22,0.37,0.59,0.51,1,90
2024-25,37,59,Max Aarons,DEF,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2024-25,37,60,Tyler Adams,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,90,2,0,0,0,3,0,9,9.8,3.0,2.0,1.5,0.0,0.03,0.03,1.6,1,49
2024-25,37,61,Jaidon Anthony,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,37,62,David Brooks,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,45,1,0,0,0,1,0,4,3.8,2.8,2.0,0.9,0.0,0.03,0.03,0.27,0,49
2024-25,37,63,Ryan Christie,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,37,64,Lewis Cook,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,72,-1,0,0,0,3,0,3,0.4,2.7,0.0,0.3,0.0,0.01,0.01,1.44,1,50
2024-25,37,65,Enes Ünal,FWD,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,37,66,Romain Faivre,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2024-25,37,67,Hamed Traorè,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,37,68,James Hill,DEF,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2024-25,37,69,Daniel Jebbison,FWD,Bournemouth,3,13,0,2025-05-20T19:00:00Z,7,6,1,0,0,1,1,29,33.0,0.5,17.0,5.1,0.29,0.0,0.29,0.08,0,45
2024-25,37,70,Milos Kerkez,DEF,Bournemouth,3,13,0,2025-05-20T19:00:00Z,82,1,0,0,0,2,0,7,5.2,20.9,2.0,2.8,0.0,0.08,0.08,1.51,1,53
2024-25,37,71,Justin Kluivert,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,45,1,0,0,0,2,0,3,0.2,0.8,30.0,3.1,0.25,0.02,0.27,1.33,1,60
2024-25,37,72,Chris Mepham,DEF,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,37,73,Norberto Murara Neto,GK,Arsenal,1,15,1,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2024-25,37,74,Dango Ouattara,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
2024-25,37,75,Alex Paulsen,GK,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,37,76,Philip Billing,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,37,77,Alex Scott,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2024-25,37,78,Antoine Semenyo,MID,Bournemouth,3,13,0,2025-05-20T19:00:00Z,90,2,0,0,0,3,0,3,8.2,5.0,5.0,1.8,0.08,0.01,0.09,1.6,1,57
2024-25,37,79,Marcos Senesi,DEF,Bournemouth,3,13,0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
