season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2024-25,6,51,1,Fábio Ferreira Vieira,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,6,51,2,Gabriel Fernando de Jesus,FWD,Arsenal,1,11,1,2024-09-28T14:00:00Z,1,1,0,0,0,0,0,4,2.0,0.0,17.0,1.9,0.11,0.0,0.11,0.0,0,68
2024-25,6,51,3,Gabriel dos Santos Magalhães,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,1,0,0,0,2,0,7,19.6,7.3,57.0,8.4,0.27,0.05,0.32,0.32,1,61
2024-25,6,51,4,Kai Havertz,FWD,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,6,1,0,0,2,0,25,35.6,8.5,100.0,14.4,1.89,0.04,1.93,0.32,1,82
2024-25,6,51,5,Karl Hein,GK,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,6,51,6,Jurriën Timber,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,4,0,1,0,2,0,25,45.6,82.8,11.0,13.9,0.21,0.12,0.33,0.32,1,55
2024-25,6,51,7,Jorge Luiz Frello Filho,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2024-25,6,51,8,Jakub Kiwior,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,6,51,9,Gabriel Martinelli Silva,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,73,13,1,1,0,2,3,39,52.0,28.2,60.0,14.0,0.39,0.55,0.94,0.32,1,69
2024-25,6,59,10,Reiss Nelson,MID,Fulham,9,16,0,2024-09-28T14:00:00Z,21,1,0,0,0,0,0,3,0.2,1.1,7.0,0.8,0.02,0.01,0.03,0.16,0,50
2024-25,6,55,11,Eddie Nketiah,FWD,Crystal Palace,7,8,0,2024-09-28T14:00:00Z,72,2,0,0,0,2,0,4,0.0,2.3,14.0,1.4,0.09,0.01,0.1,0.87,1,59
2024-25,6,51,12,Ethan Nwaneri,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,5,1,0,0,0,0,0,6,6.2,11.0,15.0,3.2,0.02,0.16,0.18,0.0,0,45
2024-25,6,51,13,Martin Ødegaard,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82
2024-25,6,52,14,Aaron Ramsdale,GK,Southampton,17,3,0,2024-09-30T19:00:00Z,90,2,0,0,0,3,0,5,22.8,0.0,0.0,2.3,0.0,0.0,0.0,1.38,1,44
2024-25,6,51,15,David Raya Martin,GK,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,1,0,0,0,2,0,1,10.8,0.0,0.0,1.1,0.0,0.0,0.0,0.32,1,56
2024-25,6,51,16,Declan Rice,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,2,0,0,0,2,0,22,15.4,29.3,21.0,6.6,0.06,0.22,0.28,0.32,1,63
2024-25,6,51,17,Bukayo Saka,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,3,0,0,0,2,1,37,38.6,114.3,62.0,21.5,0.29,0.79,1.08,0.32,1,101
2024-25,6,51,18,William Saliba,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,0,0,0,0,2,0,4,13.0,1.5,0.0,1.5,0.0,0.01,0.01,0.32,1,60
2024-25,6,59,19,Emile Smith Rowe,MID,Fulham,9,16,0,2024-09-28T14:00:00Z,87,3,0,0,1,0,0,13,11.6,38.0,9.0,5.9,0.15,0.05,0.2,0.78,1,58
2024-25,6,51,20,Thomas Partey,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,84,2,0,0,0,2,0,20,13.6,23.9,4.0,4.2,0.0,0.09,0.09,0.32,1,50
2024-25,6,51,21,Kieran Tierney,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,6,51,22,Tomiyasu Takehiro,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,6,51,23,Leandro Trossard,MID,Arsenal,1,11,1,2024-09-28T14:00:00Z,90,12,1,1,0,2,2,38,45.2,31.8,61.0,13.8,1.11,0.12,1.23,0.32,1,69
2024-25,6,51,24,Benjamin White,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64
2024-25,6,51,25,Oleksandr Zinchenko,DEF,Arsenal,1,11,1,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,6,59,26,Álex Moreno Lopera,DEF,Nott'm Forest,16,9,1,2024-09-28T14:00:00Z,83,2,0,0,0,1,0,2,3.8,1.8,2.0,0.8,0.05,0.01,0.06,1.32,1,44
2024-25,6,52,27,Cameron Archer,FWD,Southampton,17,3,0,2024-09-30T19:00:00Z,14,1,0,0,0,0,0,4,1.2,3.8,2.0,0.7,0.0,0.0,0.0,0.09,0,50
2024-25,6,56,28,Leon Bailey,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,63,5,0,1,0,1,0,21,17.0,18.7,4.0,4.0,0.0,0.45,0.45,0.55,1,64
2024-25,6,56,29,Ross Barkley,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,6,1,0,0,0,0,0,4,3.0,0.4,7.0,1.0,0.02,0.0,0.02,0.07,0,53
2024-25,6,56,30,Enzo Barrenechea,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2024-25,6,56,31,Emiliano Buendía Stati,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,6,1,0,0,0,0,0,4,0.2,4.8,1.0,0.6,0.09,0.0,0.09,0.07,0,53
2024-25,6,56,32,Matty Cash,DEF,Aston Villa,2,10,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2024-25,6,56,33,Leander Dendoncker,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2024-25,6,56,34,Moussa Diaby,MID,Aston Villa,2,10,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65
