season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2024-25,22,1,Fábio Ferreira Vieira,MID,Arsenal,1,2,1,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,22,2,Gabriel Fernando de Jesus,FWD,Arsenal,1,2,1,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67
2024-25,22,3,Gabriel dos Santos Magalhães,DEF,Arsenal,1,2,1,2025-01-18T17:30:00Z,90,1,0,0,0,2,0,10,28.0,22.6,4.0,5.5,0.0,0.07,0.07,1.04,1,64
2024-25,22,4,Kai Havertz,FWD,Arsenal,1,2,1,2025-01-18T17:30:00Z,90,7,1,0,0,2,1,27,32.2,17.4,24.0,7.4,0.2,0.03,0.23,1.04,1,78
2024-25,22,5,Karl Hein,GK,Arsenal,1,2,1,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,22,6,Jurriën Timber,DEF,Arsenal,1,2,1,2025-01-18T17:30:00Z,90,1,0,0,0,2,0,8,10.6,2.8,0.0,1.3,0.0,0.01,0.01,1.04,1,57
2024-25,22,7,Jorge Luiz Frello Filho,MID,Arsenal,1,2,1,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2024-25,22,8,Jakub Kiwior,DEF,Arsenal,1,2,1,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,22,9,Gabriel Martinelli Silva,MID,Arsenal,1,2,1,2025-01-18T17:30:00Z,81,7,1,0,0,2,0,23,33.2,5.1,84.0,12.2,0.47,0.14,0.61,0.96,1,67
2024-25,22,10,Reiss Nelson,MID,Fulham,9,11,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
