season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,24,234,1,David Raya Martín,GK,Arsenal,1,11,0,2026-01-31T15:00:00Z,90,6,0,0,1,0,0,24,9.6,0.0,0.0,1.0,0.0,0.0,0.0,0.15,1,59
2025-26,24,234,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2025-26,24,234,3,Karl Hein,GK,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,24,234,4,Tommy Setford,GK,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,24,234,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,90,8,0,0,1,0,0,30,33.6,0.8,19.0,5.3,0.02,0.05,0.07,0.15,1,70
2025-26,24,234,6,William Saliba,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,90,6,0,0,1,0,0,21,10.2,3.1,0.0,1.3,0.0,0.02,0.02,0.15,1,60
2025-26,24,234,7,Riccardo Calafiori,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,15,1,0,0,0,0,0,2,0.2,0.6,7.0,0.8,0.25,0.01,0.26,0.03,0,56
2025-26,24,234,8,Jurriën Timber,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,90,5,0,0,1,0,0,20,8.6,16.5,9.0,3.4,0.14,0.21,0.35,0.15,1,63
2025-26,24,234,9,Jakub Kiwior,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,24,234,10,Myles Lewis-Skelly,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,24,234,11,Benjamin White,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,24,237,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,8,1,2026-02-01T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2025-26,24,234,13,Brayden Clarke,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2025-26,24,234,14,Maldini Kacurri,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,24,234,15,Josh Nichols,DEF,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2025-26,24,234,16,Bukayo Saka,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100
2025-26,24,234,17,Martin Ødegaard,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,29,4,0,1,0,0,0,16,20.0,26.2,0.0,4.6,0.0,0.22,0.22,0.03,0,78
2025-26,24,234,18,Noni Madueke,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,60,14,1,1,1,0,3,43,59.4,34.7,13.0,10.7,0.01,0.27,0.28,0.12,1,68
2025-26,24,234,19,Gabriel Martinelli Silva,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,29,4,0,1,0,0,0,19,23.2,14.2,17.0,5.4,0.11,0.29,0.4,0.03,0,68
2025-26,24,234,20,Leandro Trossard,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,80,3,0,0,1,0,0,13,11.0,15.5,4.0,3.1,0.02,0.15,0.17,0.12,1,68
2025-26,24,234,21,Declan Rice,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,90,3,0,0,1,0,0,20,19.0,44.4,4.0,6.7,0.0,0.4,0.4,0.15,1,74
2025-26,24,234,22,Mikel Merino Zazón,MID,Arsenal,1,11,0,2026-01-31T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
