season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,17,1,David Raya Martín,GK,Arsenal,1,9,0,2025-12-20T20:00:00Z,90,7,0,0,1,0,1,28,16.6,0.0,0.0,1.7,0.0,0.0,0.0,0.2,1,60
2025-26,17,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2025-26,17,3,Karl Hein,GK,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,17,4,Tommy Setford,GK,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,17,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
2025-26,17,6,William Saliba,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,90,6,0,0,1,0,0,27,17.0,1.4,0.0,1.8,0.0,0.02,0.02,0.2,1,59
2025-26,17,7,Riccardo Calafiori,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,90,6,0,0,1,0,0,25,16.0,4.5,0.0,2.1,0.0,0.03,0.03,0.2,1,57
2025-26,17,8,Jurriën Timber,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,90,6,0,0,1,0,0,26,9.0,13.3,21.0,4.3,0.46,0.07,0.53,0.2,1,65
2025-26,17,9,Jakub Kiwior,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,17,10,Myles Lewis-Skelly,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,17,11,Benjamin White,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2025-26,17,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,10,0,2025-12-22T20:00:00Z,9,1,0,0,0,0,0,3,2.4,0.8,0.0,0.3,0.0,0.0,0.0,0.31,0,49
2025-26,17,13,Brayden Clarke,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2025-26,17,14,Maldini Kacurri,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,17,15,Josh Nichols,DEF,Arsenal,1,9,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
