season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,14,131,1,David Raya Martín,GK,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,6,0,0,1,0,0,26,15.0,0.0,0.0,1.5,0.0,0.0,0.0,0.35,1,59
2025-26,14,131,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2025-26,14,131,3,Karl Hein,GK,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,14,131,4,Tommy Setford,GK,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,14,131,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63
2025-26,14,131,6,William Saliba,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60
2025-26,14,131,7,Riccardo Calafiori,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,7,0,0,1,0,1,33,24.8,4.4,26.0,5.5,0.18,0.03,0.21,0.35,1,58
2025-26,14,131,8,Jurriën Timber,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,46,1,0,0,0,0,0,3,7.0,0.3,0.0,0.7,0.0,0.0,0.0,0.09,0,64
2025-26,14,131,9,Jakub Kiwior,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,14,131,10,Myles Lewis-Skelly,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,14,131,11,Benjamin White,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,14,0,1,1,0,3,46,49.8,29.5,8.0,8.7,0.04,0.14,0.18,0.35,1,53
2025-26,14,140,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,20,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2025-26,14,131,13,Brayden Clarke,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2025-26,14,131,14,Maldini Kacurri,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,14,131,15,Josh Nichols,DEF,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
2025-26,14,131,16,Bukayo Saka,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,29,6,1,0,0,0,0,22,38.0,1.8,34.0,7.4,0.6,0.01,0.61,0.07,0,101
2025-26,14,131,17,Martin Ødegaard,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,3,0,0,1,0,0,15,18.0,50.0,6.0,7.4,0.02,0.08,0.1,0.35,1,78
2025-26,14,131,18,Noni Madueke,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,60,3,0,0,1,0,0,6,10.0,3.7,40.0,5.4,0.13,0.07,0.2,0.27,1,68
2025-26,14,131,19,Gabriel Martinelli Silva,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,60,3,0,0,1,0,0,4,4.8,13.8,8.0,2.7,0.09,0.02,0.11,0.27,1,68
2025-26,14,131,20,Leandro Trossard,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69
2025-26,14,131,21,Declan Rice,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,82,3,0,0,1,0,0,19,15.4,40.8,16.0,7.2,0.08,0.13,0.21,0.27,1,70
2025-26,14,131,22,Mikel Merino Zazón,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,13,1,1,1,0,2,42,66.8,25.8,29.0,12.2,0.66,0.18,0.84,0.35,1,59
2025-26,14,131,23,Fábio Ferreira Vieira,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,14,131,24,Christian Nørgaard,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
2025-26,14,131,25,Ethan Nwaneri,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,14,131,26,Martín Zubimendi Ibáñez,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,90,3,0,0,1,0,0,18,8.6,4.1,0.0,1.3,0.0,0.02,0.02,0.35,1,53
2025-26,14,131,27,Reiss Nelson,MID,Brentford,5,1,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2025-26,14,131,28,Ismeal Kabia,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2025-26,14,131,29,Albert Sambi Lokonga,MID,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2025-26,14,131,30,Kai Havertz,FWD,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73
2025-26,14,131,31,Gabriel Fernando de Jesus,FWD,Arsenal,1,5,1,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64
2025-26,14,133,32,Emiliano Martínez Romero,GK,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,14,133,33,Marco Bizot,GK,Aston Villa,2,6,0,2025-12-03T19:30:00Z,90,1,0,0,0,3,0,5,24.0,0.0,0.0,2.4,0.0,0.0,0.0,2.21,1,43
2025-26,14,133,34,Joe Gauci,GK,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,14,133,35,Filip Marschall,GK,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,14,133,36,Matty Cash,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,90,4,0,1,0,3,0,15,35.2,29.2,0.0,6.4,0.0,0.34,0.34,2.21,1,47
2025-26,14,133,37,Lucas Digne,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,20,1,0,0,0,1,0,-1,3.2,0.0,0.0,0.3,0.0,0.0,0.0,0.79,0,45
2025-26,14,133,38,Ezri Konsa Ngoyo,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,90,1,0,0,0,3,0,6,15.4,0.4,25.0,4.1,0.27,0.01,0.28,2.21,1,44
2025-26,14,133,39,Ian Maatsen,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,69,1,0,0,0,2,0,14,25.8,25.2,25.0,7.6,0.06,0.5,0.56,1.42,1,42
2025-26,14,133,40,Tyrone Mings,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2025-26,14,133,41,Pau Torres,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,90,-1,0,0,0,3,0,0,19.4,0.8,0.0,2.0,0.0,0.01,0.01,2.21,1,43
2025-26,14,133,42,Andrés García,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,14,133,43,Álex Moreno Lopera,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,14,133,44,Lamare Bogarde,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,4,1,0,0,0,0,0,4,6.0,0.1,0.0,0.6,0.0,0.0,0.0,0.66,0,40
2025-26,14,133,45,Lino da Cruz Sousa,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,14,133,46,Yasin Özcan,DEF,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,14,133,47,Morgan Rogers,MID,Aston Villa,2,6,0,2025-12-03T19:30:00Z,90,6,0,1,0,3,1,29,33.0,36.4,8.0,7.7,0.0,0.26,0.26,2.21,1,69
2025-26,14,133,48,Youri Tielemans,MID,Aston Villa,2,6,0,2025-12-03T19:30:00Z,20,1,0,0,0,1,0,6,7.8,10.1,0.0,1.8,0.0,0.0,0.0,0.79,0,59
2025-26,14,133,49,Leon Bailey,MID,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
2025-26,14,133,50,Emiliano Buendía Stati,MID,Aston Villa,2,6,0,2025-12-03T19:30:00Z,4,1,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.66,0,53
2025-26,14,133,51,Samuel Iling-Junior,MID,Aston Villa,2,6,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
