season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,33,1,David Raya Martín,GK,Arsenal,1,13,0,2026-04-19T15:30:00Z,90,1,0,0,0,2,0,8,21.0,0.0,0.0,2.1,0.0,0.0,0.0,1.36,1,60
2025-26,33,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,33,3,Karl Hein,GK,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,33,4,Tommy Setford,GK,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,33,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,90,0,0,0,0,2,0,2,22.6,0.2,5.0,2.8,0.02,0.01,0.03,1.36,1,71
2025-26,33,6,William Saliba,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,90,3,0,0,0,2,0,13,23.8,2.5,0.0,2.6,0.0,0.02,0.02,1.36,1,61
2025-26,33,7,Riccardo Calafiori,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56
2025-26,33,8,Jurriën Timber,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
2025-26,33,9,Jakub Kiwior,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,33,10,Myles Lewis-Skelly,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2025-26,33,11,Benjamin White,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,16,1,0,0,0,0,0,3,1.6,3.4,0.0,0.5,0.0,0.0,0.0,0.0,0,51
2025-26,33,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,3,1,2026-04-19T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2025-26,33,13,Brayden Clarke,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
2025-26,33,14,Maldini Kacurri,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,33,15,Josh Nichols,DEF,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
2025-26,33,16,Bukayo Saka,MID,Arsenal,1,13,0,2026-04-19T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98
2025-26,33,17,Martin Ødegaard,MID,Arsenal,1,13,0,2026-04-19T15:30:00Z,90,2,0,0,0,2,0,13,8.2,52.8,2.0,6.3,0.0,0.35,0.35,1.36,1,78
2025-26,33,18,Noni Madueke,MID,Arsenal,1,13,0,2026-04-19T15:30:00Z,45,1,0,0,0,1,0,5,6.2,4.7,4.0,1.5,0.0,0.01,0.01,0.67,1,68
