season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,10,1,David Raya Martín,GK,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,6,0,0,1,0,0,20,2.8,0.1,0.0,0.3,0.0,0.0,0.0,0.42,1,58
2025-26,10,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2025-26,10,3,Karl Hein,GK,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,10,4,Tommy Setford,GK,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,10,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,12,0,1,1,0,2,39,36.0,11.3,4.0,5.1,0.0,0.52,0.52,0.42,1,65
2025-26,10,6,William Saliba,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,6,0,0,1,0,0,29,19.2,6.1,0.0,2.5,0.0,0.01,0.01,0.42,1,60
2025-26,10,7,Riccardo Calafiori,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,71,6,0,0,1,0,0,33,16.0,3.3,17.0,3.6,0.06,0.01,0.07,0.02,1,58
2025-26,10,8,Jurriën Timber,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,6,0,0,1,0,0,20,5.4,1.2,17.0,2.4,0.19,0.01,0.2,0.42,1,61
2025-26,10,9,Jakub Kiwior,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,10,10,Myles Lewis-Skelly,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,1,1,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0,52
2025-26,10,11,Benjamin White,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,10,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,14,1,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2025-26,10,13,Brayden Clarke,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,10,14,Maldini Kacurri,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,10,15,Josh Nichols,DEF,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,10,16,Bukayo Saka,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,3,0,0,1,0,0,3,12.4,24.3,40.0,7.7,0.58,0.06,0.64,0.42,1,101
2025-26,10,17,Martin Ødegaard,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79
2025-26,10,18,Noni Madueke,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68
2025-26,10,19,Gabriel Martinelli Silva,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69
2025-26,10,20,Leandro Trossard,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,6,0,1,1,0,0,23,30.2,29.0,17.0,7.6,0.27,0.15,0.42,0.37,1,69
2025-26,10,21,Declan Rice,MID,Arsenal,1,3,0,2025-11-01T15:00:00Z,90,13,1,0,1,0,3,47,58.2,28.5,17.0,10.4,0.24,0.33,0.57,0.42,1,67
