season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2025-26,36,1,David Raya Martín,GK,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,9,0,0,1,0,2,29,23.2,0.0,0.0,2.3,0.0,0.0,0.0,1.15,1,61
2025-26,36,2,Kepa Arrizabalaga Revuelta,GK,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,36,3,Karl Hein,GK,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2025-26,36,4,Tommy Setford,GK,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,36,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,11,0,0,1,0,3,32,30.6,1.2,16.0,4.8,0.3,0.01,0.31,1.15,1,72
2025-26,36,6,William Saliba,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,5,0,0,1,0,0,26,22.2,3.2,8.0,3.3,0.0,0.16,0.16,1.15,1,62
2025-26,36,7,Riccardo Calafiori,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,45,1,0,0,0,0,0,-1,0.4,1.4,15.0,1.7,0.21,0.02,0.23,0.15,1,56
2025-26,36,8,Jurriën Timber,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60
2025-26,36,9,Jakub Kiwior,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,36,10,Myles Lewis-Skelly,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,6,0,0,1,0,0,23,6.4,5.1,2.0,1.4,0.0,0.02,0.02,1.15,1,50
2025-26,36,11,Benjamin White,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,27,1,0,0,0,0,0,3,0.2,2.8,0.0,0.3,0.0,0.01,0.01,0.0,1,51
2025-26,36,12,Oleksandr Zinchenko,DEF,Nott'm Forest,16,15,1,2026-05-10T13:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2025-26,36,13,Brayden Clarke,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
2025-26,36,14,Maldini Kacurri,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2025-26,36,15,Josh Nichols,DEF,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
2025-26,36,16,Bukayo Saka,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,79,2,0,0,1,0,0,-2,6.4,43.3,8.0,5.8,0.04,0.25,0.29,0.93,1,99
2025-26,36,17,Martin Ødegaard,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,23,4,0,1,0,0,0,12,18.0,14.6,2.0,3.5,0.0,0.1,0.1,0.76,0,78
2025-26,36,18,Noni Madueke,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,10,1,0,0,0,0,0,4,2.2,0.8,0.0,0.3,0.0,0.01,0.01,0.23,0,68
2025-26,36,19,Gabriel Martinelli Silva,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68
2025-26,36,20,Leandro Trossard,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,8,1,0,1,0,1,27,37.6,16.4,59.0,11.3,0.45,0.04,0.49,1.15,1,65
2025-26,36,21,Declan Rice,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,90,3,0,0,1,0,0,18,17.4,35.9,2.0,5.5,0.0,0.38,0.38,1.15,1,72
2025-26,36,22,Mikel Merino Zazón,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2025-26,36,23,Fábio Ferreira Vieira,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2025-26,36,24,Christian Nørgaard,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
2025-26,36,25,Ethan Nwaneri,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2025-26,36,26,Martín Zubimendi Ibáñez,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,39,1,0,0,0,0,0,7,2.0,1.8,0.0,0.4,0.0,0.01,0.01,0.39,0,50
2025-26,36,27,Reiss Nelson,MID,Brentford,5,13,0,2026-05-09T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2025-26,36,28,Ismeal Kabia,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2025-26,36,29,Albert Sambi Lokonga,MID,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2025-26,36,30,Kai Havertz,FWD,Arsenal,1,19,0,2026-05-10T15:30:00Z,23,1,0,0,0,0,0,6,3.8,0.7,4.0,0.9,0.0,0.0,0.0,0.76,0,73
2025-26,36,31,Gabriel Fernando de Jesus,FWD,Arsenal,1,19,0,2026-05-10T15:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64
2025-26,36,32,Emiliano Martínez Romero,GK,Aston Villa,2,3,0,2026-05-10T13:00:00Z,90,6,0,1,0,2,1,27,42.0,10.0,0.0,5.2,0.0,0.0,0.0,1.79,1,51
