season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2023-24,14,1,Folarin Balogun,FWD,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,14,2,Cédric Alves Soares,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2023-24,14,3,Mohamed Elneny,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,14,4,Fábio Ferreira Vieira,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2023-24,14,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,2,0,0,0,1,0,15,8.6,11.8,14.0,3.4,0.35,0.01,0.36,0.71,1,49
2023-24,14,6,Kai Havertz,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,12,1,0,0,0,1,0,3,1.4,0.5,0.0,0.2,0.0,0.0,0.0,0.13,0,71
2023-24,14,7,Rob Holding,DEF,Crystal Palace,8,19,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2023-24,14,8,Gabriel Fernando de Jesus,FWD,Arsenal,1,20,1,2023-12-02T15:00:00Z,66,2,0,0,1,0,0,1,2.6,12.0,34.0,4.9,0.52,0.04,0.56,0.58,1,78
2023-24,14,9,Jorge Luiz Frello Filho,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,1,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2023-24,14,10,Jakub Kiwior,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,1,1,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,43
2023-24,14,11,Marcus Oliveira Alencar,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2023-24,14,12,Gabriel Martinelli Silva,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,77,3,0,0,1,0,0,2,0.0,15.2,19.0,3.2,0.13,0.05,0.18,0.58,1,78
2023-24,14,13,Eddie Nketiah,FWD,Arsenal,1,20,1,2023-12-02T15:00:00Z,23,1,0,0,0,1,0,-2,0.0,1.2,4.0,0.3,0.52,0.0,0.52,0.13,0,57
2023-24,14,14,Martin Ødegaard,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,10,1,0,0,1,3,46,53.4,88.6,19.0,16.1,0.17,0.78,0.95,0.71,1,83
2023-24,14,15,Thomas Partey,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2023-24,14,16,Nicolas Pépé,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,14,17,Aaron Ramsdale,GK,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
2023-24,14,18,Rúnar Alex Rúnarsson,GK,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,14,19,Bukayo Saka,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,8,1,0,0,1,1,27,55.4,61.4,45.0,16.2,0.32,0.69,1.01,0.71,1,88
2023-24,14,20,William Saliba,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,1,0,0,0,1,0,8,8.4,1.8,0.0,1.0,0.0,0.01,0.01,0.71,1,55
2023-24,14,21,Albert Sambi Lokonga,MID,Luton,12,4,0,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,14,22,Emile Smith Rowe,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2023-24,14,23,Nuno Varela Tavares,DEF,Nott'm Forest,16,9,1,2023-12-02T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,14,24,Kieran Tierney,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,14,25,Takehiro Tomiyasu,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,78,11,0,1,1,0,2,33,34.6,21.8,4.0,6.0,0.0,0.12,0.12,0.58,1,45
2023-24,14,26,Leandro Trossard,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,2,0,0,0,1,0,3,12.8,17.2,59.0,8.9,0.75,0.03,0.78,0.71,1,65
2023-24,14,27,Auston Trusty,DEF,Sheffield Utd,17,6,0,2023-12-02T15:00:00Z,90,0,0,0,0,5,0,12,27.2,0.9,4.0,3.2,0.0,0.0,0.0,1.81,1,39
2023-24,14,28,Matt Turner,GK,Nott'm Forest,16,9,1,2023-12-02T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2023-24,14,29,Benjamin White,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,11,1,0,0,0,1,0,3,2.0,0.3,0.0,0.2,0.0,0.0,0.0,0.13,0,57
2023-24,14,30,Granit Xhaka,MID,Arsenal,1,20,1,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60
2023-24,14,31,Oleksandr Zinchenko,DEF,Arsenal,1,20,1,2023-12-02T15:00:00Z,90,5,0,1,0,1,0,25,27.4,16.8,6.0,5.0,0.0,0.12,0.12,0.71,1,51
2023-24,14,32,Alexandre Moreno Lopera,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,16,1,0,0,0,0,0,2,5.0,0.3,0.0,0.5,0.0,0.0,0.0,0.15,0,50
2023-24,14,33,Cameron Archer,FWD,Sheffield Utd,17,6,0,2023-12-02T15:00:00Z,45,1,0,0,0,2,0,3,0.0,11.6,4.0,1.6,0.12,0.0,0.12,0.7,1,46
2023-24,14,34,Leon Bailey,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,73,7,1,0,0,2,0,25,36.8,12.5,26.0,7.5,0.12,0.16,0.28,1.86,1,55
2023-24,14,35,Emiliano Buendía Stati,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57
2023-24,14,36,Matty Cash,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,16,1,0,0,0,0,0,8,7.4,0.9,0.0,0.8,0.0,0.01,0.01,0.15,0,50
2023-24,14,37,Calum Chambers,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2023-24,14,38,Philippe Coutinho Correia,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58
2023-24,14,39,Keinan Davis,FWD,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,14,40,Leander Dendoncker,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,14,41,Diego Carlos Santos Silva,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,90,1,0,0,0,2,0,13,21.8,0.7,0.0,2.3,0.0,0.01,0.01,2.02,1,44
2023-24,14,42,Lucas Digne,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,73,1,0,0,0,2,0,6,7.4,22.4,1.0,3.1,0.02,0.02,0.04,1.86,1,47
2023-24,14,43,Douglas Luiz Soares de Paulo,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,90,2,0,0,0,2,0,18,16.8,21.1,25.0,6.3,0.33,0.07,0.4,2.02,1,56
2023-24,14,44,Jhon Durán,FWD,Aston Villa,2,3,0,2023-12-03T14:00:00Z,25,0,0,0,0,0,0,0,0.0,0.2,4.0,0.4,0.04,0.0,0.04,0.33,0,50
2023-24,14,45,Kortney Hause,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,14,46,Tim Iroegbunam,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,14,47,Boubacar Kamara,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2023-24,14,48,Ezri Konsa Ngoyo,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,73,1,0,0,0,2,0,13,23.2,0.8,0.0,2.4,0.0,0.0,0.0,1.86,1,45
2023-24,14,49,Emiliano Martínez Romero,GK,Aston Villa,2,3,0,2023-12-03T14:00:00Z,90,2,0,0,0,2,0,25,45.8,0.0,0.0,4.6,0.0,0.0,0.0,2.02,1,49
2023-24,14,50,John McGinn,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,64,2,0,0,0,2,0,7,1.6,1.6,6.0,0.9,0.0,0.17,0.17,1.69,1,55
2023-24,14,51,Tyrone Mings,DEF,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2023-24,14,52,Marvelous Nakamba,MID,Luton,12,4,0,2023-12-02T15:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,14,53,Robin Olsen,GK,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,14,54,Jaden Philogene-Bidace,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2023-24,14,55,Jacob Ramsey,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,45,1,0,0,0,1,0,-1,0.6,1.6,4.0,0.6,0.0,0.02,0.02,0.95,0,59
2023-24,14,56,Morgan Sanson,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2023-24,14,57,Viljami Sinisalo,GK,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,14,58,Youri Tielemans,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,90,2,0,0,0,2,0,17,19.2,4.5,0.0,2.4,0.0,0.02,0.02,2.02,1,56
2023-24,14,59,Bertrand Traoré,MID,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2023-24,14,60,Ollie Watkins,FWD,Aston Villa,2,3,0,2023-12-03T14:00:00Z,90,11,1,1,0,2,2,38,55.4,26.7,32.0,11.4,0.14,0.04,0.18,2.02,1,85
2023-24,14,61,Wesley Moraes Ferreira da Silva,FWD,Aston Villa,2,3,0,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2023-24,14,62,Jaidon Anthony,MID,Bournemouth,3,2,1,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,14,63,Philip Billing,MID,Bournemouth,3,2,1,2023-12-03T14:00:00Z,20,1,0,0,0,1,0,4,4.0,14.5,2.0,2.1,0.0,0.05,0.05,0.11,0,52
2023-24,14,64,David Brooks,MID,Bournemouth,3,2,1,2023-12-03T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2023-24,14,65,Ryan Christie,MID,Bournemouth,3,2,1,2023-12-03T14:00:00Z,90,7,0,1,0,2,3,42,44.8,39.8,27.0,11.2,0.19,0.77,0.96,0.68,1,50
